时间,链上余额,金币价值,持有价值,总价值
2026-01-17 01:00:00,303.00,108.42,0.00,411.42
2026-01-17 02:00:00,303.00,108.42,0.00,411.42
2026-01-17 03:00:00,303.00,108.42,0.00,411.42
2026-01-17 04:00:00,303.00,108.42,0.00,411.42
2026-01-17 05:00:00,303.00,108.42,0.00,411.42
2026-01-17 06:00:00,303.00,108.42,0.00,411.42
2026-01-17 07:00:00,303.00,108.42,0.00,411.42
2026-01-17 08:00:00,303.00,108.42,0.00,411.42
2026-01-17 09:00:00,303.00,108.42,0.00,411.42
2026-01-17 10:00:00,303.00,108.42,0.00,411.42
2026-01-17 11:00:00,303.00,108.42,0.00,411.42
2026-01-17 12:00:00,303.00,108.42,0.00,411.42
2026-01-17 13:00:00,303.00,108.42,0.00,411.42
2026-01-17 14:00:00,303.00,108.42,0.00,411.42
2026-01-17 15:00:00,303.00,108.42,0.00,411.42
2026-01-17 16:00:00,303.00,108.42,0.00,411.42
2026-01-17 17:00:00,303.00,108.42,0.00,411.42
2026-01-17 18:00:00,303.00,108.42,0.00,411.42
2026-01-17 19:00:00,303.00,108.42,0.00,411.42
2026-01-17 21:00:00,303.00,70.59,3.23,376.82
2026-01-17 22:00:00,303.00,74.35,4.91,382.26
2026-01-17 23:00:00,303.00,74.35,4.86,382.21
2026-01-18 00:00:00,303.00,74.35,4.86,382.21
2026-01-18 01:00:00,303.00,74.35,4.86,382.21
2026-01-18 02:00:00,303.00,74.35,4.86,382.21
2026-01-18 03:00:00,303.00,74.35,4.82,382.17
2026-01-18 04:00:00,303.00,74.35,4.86,382.21
2026-01-18 05:00:00,303.00,74.35,4.86,382.21
2026-01-18 06:00:00,303.00,74.35,4.86,382.21
2026-01-18 07:00:00,303.00,74.35,4.80,382.15
2026-01-18 08:00:00,303.00,74.35,4.72,382.07
2026-01-18 09:00:00,303.00,44.36,4.91,352.27
2026-01-18 10:00:00,303.00,47.60,1.51,352.11
2026-01-18 11:00:00,303.00,47.60,1.54,352.15
2026-01-18 12:00:00,303.00,47.60,1.52,352.12
2026-01-18 13:00:00,303.00,47.60,1.52,352.12
2026-01-18 14:00:00,303.00,47.60,1.51,352.12
2026-01-18 15:00:00,303.00,47.60,1.51,352.12
2026-01-18 16:00:00,303.00,47.60,1.52,352.13
2026-01-18 17:00:00,303.00,47.60,1.52,352.13
2026-01-18 18:00:00,303.00,47.60,1.56,352.16
2026-01-18 19:00:00,303.00,47.60,1.52,352.12
2026-01-18 20:00:00,303.00,47.60,1.52,352.12
2026-01-18 21:00:00,303.00,47.60,1.53,352.13
2026-01-18 22:00:00,303.00,47.60,1.53,352.13
2026-01-18 23:00:00,303.00,47.60,1.55,352.16
2026-01-19 00:00:00,303.00,47.60,1.52,352.12
2026-01-19 01:00:00,303.00,47.60,1.52,352.12
2026-01-19 02:00:00,303.00,47.60,1.49,352.09
2026-01-19 03:00:00,303.00,47.60,1.49,352.09
2026-01-19 04:00:00,303.00,47.60,1.47,352.07
2026-01-19 05:00:00,303.00,47.60,1.47,352.07
2026-01-19 06:00:00,303.00,47.60,1.47,352.07
2026-01-19 07:00:00,303.00,47.60,1.47,352.07
